id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493180659730298,Mohammad Hamza,1 week ago,1493596221986,FBE  kids react to coldplay ( up&up) music video,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493180663518738,Bianca and Devin Hemphill,1 week ago,1493596221988,FBE I love your channel,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493180961797340,eric leonard,1 week ago,1493596221990,FBE teens react to Joyner Lucas happy birthday,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493182085761903,Ginger Drury,1 week ago,1493596221992,FBE how do u exactly get on this show,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493182337328938,dantrix go,1 week ago,1493596221994,can adults play roblox plspls,4
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493182950862661,Metal Jacket,1 week ago,1493596221996,"FBE teens react to ""the Offspring""",1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493183705029897,Pink Poppy Lane,1 week ago,1493596222014,teens try not to scream/ yell challenege :D,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493183746011885,monkey Man,1 week ago,1493596222016,FBE make FBE staffs try not to scare challenge,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493184037843713,FrostytheSnowman,1 week ago,1493596222018,that a good idea,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493184044252769,PinkLovelyGT,1 week ago,1493596222020,FBE kids react to............. anime pls,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493184441793030,Elias El Oso,1 week ago,1493596222022,Teens react to despacito Luis fonsi ft.daddy yankee,2
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493186029940740,ruby awesome,1 week ago,1493596222024,do teens react to 13 reasons why,8
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493186771604608,summerlovinxo05,1 week ago,1493596222026,Teens react to despacito,3
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493187659425156,GalaxyPlaysYT,1 week ago,1493596222029,FBE ket the kids react to 13 reasosns why PS ily guys,1
